127.0.0.1 - - [08/Apr/2024:11:09:37 -0600] "POST /wp-cron.php?doing_wp_cron=1712596177.8441710472106933593750 HTTP/1.0" 200 -
127.0.0.1 - - [08/Apr/2024:11:10:14 -0600] "GET / HTTP/1.0" 200 79675
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-includes/blocks/social-links/style.min.css?ver=6.5 HTTP/1.0" 200 10602
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-content/themes/home-services-blocks/style.css?ver=6.5 HTTP/1.0" 200 20245
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-includes/blocks/image/style.min.css?ver=6.5 HTTP/1.0" 200 7049
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-content/themes/home-services-blocks/assets/font-awesome/css/all.css?ver=5.15.3 HTTP/1.0" 200 73625
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-includes/blocks/cover/style.min.css?ver=6.5 HTTP/1.0" 200 18483
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-content/themes/home-services-blocks/assets/css/animate.css?ver=6.5 HTTP/1.0" 200 70661
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-content/themes/home-services-blocks/assets/js/wow.js?ver=1 HTTP/1.0" 200 15597
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1 HTTP/1.0" 200 13577
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-content/themes/home-services-blocks/assets/js/script.js?ver=1.0.0 HTTP/1.0" 200 531
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-includes/js/jquery/jquery.min.js?ver=3.7.1 HTTP/1.0" 200 87553
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-content/themes/home-services-blocks/images/location.png HTTP/1.0" 200 468
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-content/uploads/2024/04/product-image.webp HTTP/1.0" 200 70516
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-content/themes/home-services-blocks/images/baner-text.png HTTP/1.0" 200 400
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-content/themes/home-services-blocks/images/telephone.png HTTP/1.0" 200 778
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-content/uploads/2024/04/doorlock-1.webp HTTP/1.0" 200 44986
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-content/uploads/2024/04/LockedCar.jpg HTTP/1.0" 200 49258
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-content/themes/home-services-blocks/images/about-text.png HTTP/1.0" 200 417
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-content/themes/home-services-blocks/assets/fonts/Poppins/Poppins-Bold.ttf HTTP/1.0" 200 153944
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-content/themes/home-services-blocks/assets/fonts/Poppins/Poppins-SemiBold.ttf HTTP/1.0" 200 155232
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-content/themes/home-services-blocks/assets/font-awesome/webfonts/fa-solid-900.woff2 HTTP/1.0" 200 78196
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-content/themes/home-services-blocks/assets/fonts/Poppins/Poppins-Regular.ttf HTTP/1.0" 200 158240
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-content/uploads/2024/04/cropped-Door_Lock-32x32.jpg HTTP/1.0" 200 743
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-content/uploads/2024/04/Door_Lock.jpg HTTP/1.0" 200 80511
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-content/themes/home-services-blocks/assets/fonts/Poppins/Poppins-Medium.ttf HTTP/1.0" 200 156520
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-content/themes/home-services-blocks/assets/fonts/Cedarville_Cursive/CedarvilleCursive-Regular.ttf HTTP/1.0" 200 63764
127.0.0.1 - - [08/Apr/2024:11:10:15 -0600] "GET /wp-content/uploads/2024/04/cropped-Door_Lock-192x192.jpg HTTP/1.0" 200 7830
127.0.0.1 - - [08/Apr/2024:11:10:33 -0600] "GET / HTTP/1.0" 200 79675
127.0.0.1 - - [08/Apr/2024:11:10:33 -0600] "POST /wp-cron.php?doing_wp_cron=1712596233.4502439498901367187500 HTTP/1.0" 200 -
127.0.0.1 - - [08/Apr/2024:12:26:32 -0600] "POST /wp-cron.php?doing_wp_cron=1712600792.9146120548248291015625 HTTP/1.0" 200 -
127.0.0.1 - - [08/Apr/2024:12:26:34 -0600] "POST /wp-cron.php?doing_wp_cron=1712600794.8373670578002929687500 HTTP/1.0" 200 -
127.0.0.1 - - [08/Apr/2024:12:29:01 -0600] "GET /wp-admin/?localwp_auto_login=1 HTTP/1.0" 302 -
127.0.0.1 - - [08/Apr/2024:12:29:02 -0600] "GET /wp-admin/user/ HTTP/1.0" 302 -
127.0.0.1 - - [08/Apr/2024:12:29:02 -0600] "POST /wp-cron.php?doing_wp_cron=1712600942.8879749774932861328125 HTTP/1.0" 200 -
127.0.0.1 - - [08/Apr/2024:12:29:03 -0600] "GET /wp-admin/ HTTP/1.0" 200 75453
127.0.0.1 - - [08/Apr/2024:12:29:05 -0600] "GET /wp-includes/js/thickbox/thickbox.css?ver=6.5 HTTP/1.0" 200 2659
127.0.0.1 - - [08/Apr/2024:12:29:05 -0600] "GET /wp-content/themes/home-services-blocks/inc/dashboard/dashboard.css?ver=6.5 HTTP/1.0" 200 1542
127.0.0.1 - - [08/Apr/2024:12:29:05 -0600] "GET /wp-includes/css/editor.min.css?ver=6.5 HTTP/1.0" 200 26813
127.0.0.1 - - [08/Apr/2024:12:29:05 -0600] "GET /wp-content/plugins/simply-static/assets/simply-static-icon.svg HTTP/1.0" 200 1161
127.0.0.1 - - [08/Apr/2024:12:29:05 -0600] "GET /wp-includes/js/hoverintent-js.min.js?ver=2.2.1 HTTP/1.0" 200 1718
127.0.0.1 - - [08/Apr/2024:12:29:05 -0600] "GET /wp-includes/js/admin-bar.min.js?ver=6.5 HTTP/1.0" 200 3785
